title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes
into the woods,BV,128000000.0,85100000,2014,tt2180411,into the woods,into the woods,2014,125.0,"adventure,comedy,drama",6.0,123577
journey to the west,Magn.,18100.0,205600000,2014,tt2017561,journey to the west,xi you: xiang mo pian,2013,110.0,"action,adventure,comedy",6.8,10728
journey to the west,Magn.,18100.0,205600000,2014,tt3521442,journey to the west,xi you,2014,56.0,drama,6.8,656
need for speed,BV,43600000.0,159700000,2014,tt2369135,need for speed,need for speed,2014,132.0,"action,crime,thriller",6.5,154909
the equalizer,Sony,101500000.0,90800000,2014,tt0455944,the equalizer,the equalizer,2014,132.0,"action,crime,thriller",7.2,302302
breakup buddies,CL,778000.0,188200000,2014,tt3890264,breakup buddies,xin hua lu fang,2014,116.0,"comedy,drama,romance",6.4,1199
the grand budapest hotel,FoxS,59300000.0,115500000,2014,tt2278388,the grand budapest hotel,the grand budapest hotel,2014,99.0,"adventure,comedy,crime",8.1,633604
dumb and dumber to,Uni.,86200000.0,83600000,2014,tt2096672,dumb and dumber to,dumb and dumber to,2014,109.0,"adventure,comedy",5.6,118646
unbroken,Uni.,115600000.0,47800000,2014,tt1809398,unbroken,unbroken,2014,137.0,"biography,drama,sport",7.2,129981
into the storm,WB (NL),47600000.0,114100000,2014,tt2106361,into the storm,into the storm,2014,89.0,"action,adventure,drama",5.8,60894
the monuments men,Sony,78000000.0,77000000,2014,tt2177771,the monuments men,the monuments men,2014,118.0,"comedy,drama,history",6.1,117638
ride along,Uni.,134900000.0,19500000,2014,tt1408253,ride along,ride along,2014,99.0,"action,comedy,crime",6.2,94529
planes: fire & rescue,BV,59200000.0,92200000,2014,tt2980706,planes: fire & rescue,planes: fire & rescue,2014,83.0,"adventure,animation,comedy",6.0,15273
let's be cops,Fox,82400000.0,55800000,2014,tt1924435,let's be cops,let's be cops,2014,104.0,"comedy,crime",6.4,121633
jack ryan: shadow recruit,Par.,50600000.0,84900000,2014,tt1205537,jack ryan: shadow recruit,jack ryan: shadow recruit,2014,105.0,"action,drama,thriller",6.2,114913
blended,WB,46300000.0,81700000,2014,tt1086772,blended,blended,2014,117.0,"comedy,romance",6.5,106491
sex tape,Sony,38500000.0,87500000,2014,tt1956620,sex tape,sex tape,2014,94.0,"comedy,romance",5.1,100520
the theory of everything,Focus,35900000.0,87800000,2014,tt2980516,the theory of everything,the theory of everything,2014,123.0,"biography,drama,romance",7.7,361534
the nut job,ORF,64300000.0,56600000,2014,tt1821658,the nut job,the nut job,2014,85.0,"adventure,animation,comedy",5.7,24587
the wind rises,BV,5200000.0,112700000,2014,tt2013293,the wind rises,kaze tachinu,2013,126.0,"animation,biography,drama",7.8,60943
pompeii,TriS,23200000.0,94600000,2014,tt1921064,pompeii,pompeii,2014,105.0,"action,adventure,drama",5.5,100467
the purge: anarchy,Uni.,72000000.0,40000000,2014,tt2975578,the purge: anarchy,the purge: anarchy,2014,103.0,"action,horror,sci-fi",6.5,126203
the boxtrolls,Focus,50800000.0,58400000,2014,tt0787474,the boxtrolls,the boxtrolls,2014,96.0,"adventure,animation,comedy",6.8,50763
horrible bosses 2,WB,54400000.0,53200000,2014,tt2170439,horrible bosses 2,horrible bosses 2,2014,108.0,"comedy,crime",6.3,144442
ouija,Uni.,50900000.0,52700000,2014,tt1204977,ouija,ouija,2014,89.0,"horror,mystery,thriller",4.5,44054
transcendence,WB,23000000.0,80000000,2014,tt2209764,transcendence,transcendence,2014,119.0,"action,drama,sci-fi",6.3,204481
"alexander and the terrible, horrible, no good, very bad day",BV,67000000.0,34400000,2014,tt1698641,"alexander and the terrible, horrible, no good, very bad day","alexander and the terrible, horrible, no good, very bad day",2014,81.0,"comedy,family",6.2,37325
heaven is for real,TriS,91400000.0,9900000,2014,tt1929263,heaven is for real,heaven is for real,2014,99.0,"biography,drama,family",5.8,24267
tammy,WB (NL),84500000.0,16000000,2014,tt2103254,tammy,tammy,2014,97.0,"comedy,romance",4.9,44345
paranormal activity: the marked ones,Par.,32500000.0,58400000,2014,tt2473682,paranormal activity: the marked ones,paranormal activity: the marked ones,2014,84.0,"horror,mystery,thriller",5.0,37147
the hundred-foot journey,BV,54200000.0,34600000,2014,tt2980648,the hundred-foot journey,the hundred-foot journey,2014,122.0,"comedy,drama",7.3,69562
john wick,LG/S,43000000.0,45700000,2014,tt2911666,john wick,john wick,2014,101.0,"action,crime,thriller",7.4,449942
deliver us from evil,SGem,30600000.0,57400000,2014,tt2377322,deliver us from evil,deliver us from evil,2014,118.0,"horror,mystery,thriller",6.2,63793
a million ways to die in the west,Uni.,43100000.0,44100000,2014,tt2557490,a million ways to die in the west,a million ways to die in the west,2014,116.0,"comedy,western",6.1,160534
snowpiercer,RTWC,4600000.0,82200000,2014,tt1706620,snowpiercer,snowpiercer,2013,126.0,"action,drama,sci-fi",7.1,239264
step up all in,LG/S,14900000.0,71300000,2014,tt2626350,step up all in,step up all in,2014,112.0,"drama,music,romance",6.0,30420
the judge,WB,47100000.0,37300000,2014,tt1872194,the judge,the judge,2014,141.0,"crime,drama",7.4,162952
muppets most wanted,BV,51200000.0,29200000,2014,tt2281587,muppets most wanted,muppets most wanted,2014,107.0,"adventure,comedy,crime",6.4,29018
if i stay,WB (NL),50500000.0,28400000,2014,tt1355630,if i stay,if i stay,2014,107.0,"drama,fantasy,music",6.8,107625
"i, frankenstein",LGF,19100000.0,52100000,2014,tt1418377,"i, frankenstein","i, frankenstein",2014,92.0,"action,fantasy,horror",5.1,74910
the attorney,WGUSA,557000.0,70000000,2014,tt3404140,the attorney,byeon-ho-in,2013,127.0,drama,7.7,4104
think like a man too,SGem,65200000.0,5000000,2014,tt2239832,think like a man too,think like a man too,2014,106.0,"comedy,romance",5.8,18533
brick mansions,Rela.,20400000.0,48500000,2014,tt1430612,brick mansions,brick mansions,2014,90.0,"action,crime",5.7,37528
son of god,Fox,59700000.0,8100000,2014,tt3210686,son of god,son of god,2014,138.0,"biography,drama,history",5.8,17606
jersey boys,WB,47000000.0,20600000,2014,tt1742044,jersey boys,jersey boys,2014,134.0,"biography,drama,music",6.8,30410
the giver,Wein.,45100000.0,21900000,2014,tt0435651,the giver,the giver,2014,97.0,"drama,romance,sci-fi",6.5,104999
selma,Par.,52100000.0,14700000,2014,tt1020072,selma,selma,2014,128.0,"biography,drama,history",7.5,77633
god's not dead,Free,60800000.0,3900000,2014,tt2528814,god's not dead,god's not dead,2014,113.0,drama,4.8,38051
the legend of hercules,LG/S,18800000.0,42400000,2014,tt1043726,the legend of hercules,the legend of hercules,2014,99.0,"action,adventure,fantasy",4.2,50352
evangelion: 3.0 you can (not) redo,Elev.,175000.0,60300000,2014,tt0860907,evangelion: 3.0 you can (not) redo,evangerion shin gekijôban: kyu,2012,96.0,"action,animation,drama",7.0,8215
dolphin tale 2,WB,42000000.0,15800000,2014,tt2978462,dolphin tale 2,dolphin tale 2,2014,107.0,"drama,family",6.4,7579
st. vincent,Wein.,44100000.0,10700000,2014,tt2170593,st. vincent,st. vincent,2014,102.0,"comedy,drama",7.3,89372
a walk among the tombstones,Uni.,26300000.0,26900000,2014,tt0365907,a walk among the tombstones,a walk among the tombstones,2014,114.0,"action,crime,drama",6.5,105116
3 days to kill,Rela.,30700000.0,21900000,2014,tt2172934,3 days to kill,3 days to kill,2014,117.0,"action,drama,thriller",6.2,81681
magic in the moonlight,SPC,10500000.0,40500000,2014,tt2870756,magic in the moonlight,magic in the moonlight,2014,97.0,"comedy,romance",6.6,59054
dragon ball z: battle of gods,SV,2600000.0,47800000,2014,tt2263944,dragon ball z: battle of gods,dragon ball z: doragon bôru z - kami to kami,2013,85.0,"action,adventure,animation",7.2,24180
whiplash,SPC,13100000.0,35900000,2014,tt2582802,whiplash,whiplash,2014,106.0,"drama,music",8.5,616916
chef,ORF,31400000.0,14500000,2014,tt2883512,chef,chef,2014,114.0,"adventure,comedy,drama",7.3,173270
chef,ORF,31400000.0,14500000,2014,tt5745450,chef,chef,2017,133.0,"comedy,drama,family",5.7,1687
earth to echo,Rela.,38900000.0,6400000,2014,tt2183034,earth to echo,earth to echo,2014,91.0,"adventure,family,sci-fi",5.8,17627
boyhood,IFC,25400000.0,19100000,2014,tt1065073,boyhood,boyhood,2014,165.0,drama,7.9,315584
oculus,Rela.,27700000.0,16300000,2014,tt2388715,oculus,oculus,2013,104.0,"horror,mystery",6.5,106906
bang bang,FIP,2500000.0,39500000,2014,tt2905838,bang bang,bang bang,2014,153.0,"action,adventure,comedy",5.5,19878
this is where i leave you,WB,34300000.0,7000000,2014,tt1371150,this is where i leave you,this is where i leave you,2014,103.0,"comedy,drama",6.6,65202
that awkward moment,Focus,26100000.0,14400000,2014,tt1800246,that awkward moment,that awkward moment,2014,94.0,"comedy,romance",6.2,92148
the gambler,Par.,33700000.0,5600000,2014,tt2039393,the gambler,the gambler,2014,111.0,"crime,drama,thriller",6.0,59995
million dollar arm,BV,36500000.0,2800000,2014,tt1647668,million dollar arm,million dollar arm,2014,124.0,"biography,drama,sport",7.0,41008
nightcrawler,ORF,32400000.0,6300000,2014,tt2872718,nightcrawler,nightcrawler,2014,117.0,"crime,drama,thriller",7.9,404476
devil's due,Fox,15800000.0,21100000,2014,tt2752758,devil's due,devil's due,2014,89.0,"horror,mystery,thriller",4.1,15502
a most wanted man,RAtt.,17200000.0,19000000,2014,tt1972571,a most wanted man,a most wanted man,2014,122.0,"crime,drama,thriller",6.8,67914
the best of me,Rela.,26800000.0,9200000,2014,tt1972779,the best of me,the best of me,2014,118.0,"drama,romance",6.7,59750
get on up,Uni.,30700000.0,2700000,2014,tt2473602,get on up,get on up,2014,139.0,"biography,drama,music",6.9,19024
the november man,Rela.,25000000.0,7500000,2014,tt2402157,the november man,the november man,2014,108.0,"action,crime,thriller",6.3,59293
winter's tale,WB,12600000.0,18500000,2014,tt1837709,winter's tale,winter's tale,2014,118.0,"drama,fantasy,mystery",6.2,49077
draft day,LG/S,28800000.0,620000,2014,tt2223990,draft day,draft day,2014,110.0,"drama,sport",6.8,48812
big eyes,Wein.,14500000.0,14800000,2014,tt1126590,big eyes,big eyes,2014,106.0,"biography,crime,drama",7.0,77447
the divine move,CJ,137000.0,27800000,2014,tt3419894,the divine move,sin-ui hansu,2014,118.0,"action,crime",6.7,1701
top five,Par.,25300000.0,800000,2014,tt2784678,top five,top five,2014,102.0,"comedy,romance",6.4,24744
and so it goes,CE,15200000.0,10200000,2014,tt2465146,and so it goes,and so it goes,2014,94.0,"comedy,drama,romance",5.8,11597
on the other side of the tracks,Wein.,9600.0,25100000,2014,tt1937133,on the other side of the tracks,de l'autre côté du périph,2012,96.0,"action,comedy,crime",5.8,4370
the players,Wein.,10900.0,24600000,2014,tt2087850,the players,les infidèles,2012,109.0,comedy,5.3,7385
the tale of the princess kaguya,GK,703000.0,23500000,2014,tt2576852,the tale of the princess kaguya,kaguyahime no monogatari,2013,137.0,"adventure,animation,drama",8.0,29108
a haunted house 2,ORF,17300000.0,6600000,2014,tt2828996,a haunted house 2,a haunted house 2,2014,86.0,"comedy,fantasy",4.7,18085
the railway man,Wein.,4400000.0,17900000,2014,tt2058107,the railway man,the railway man,2013,116.0,"biography,drama,romance",7.1,34586
mr. turner,SPC,4000000.0,18200000,2014,tt2473794,mr. turner,mr. turner,2014,150.0,"biography,drama,history",6.8,22661
bears,BV,17800000.0,3500000,2014,tt2458776,bears,bears,2014,78.0,documentary,7.4,5948
yves saint laurent,Wein.,724000.0,20300000,2014,tt2707858,yves saint laurent,yves saint laurent,2014,106.0,"biography,drama",6.2,10311
labor day,Par.,13400000.0,6900000,2014,tt1967545,labor day,labor day,2013,111.0,"drama,romance",6.9,39242
legends of oz: dorothy's return,CE,8500000.0,10200000,2014,tt0884726,legends of oz: dorothy's return,legends of oz: dorothy's return,2013,88.0,"adventure,animation,family",5.5,5351
the drop,FoxS,10700000.0,7900000,2014,tt1600196,the drop,the drop,2014,106.0,"crime,drama",7.1,132161
the quiet ones,LGF,8500000.0,9300000,2014,tt2235779,the quiet ones,the quiet ones,2014,98.0,"horror,mystery,thriller",5.1,17967
calvary,FoxS,3600000.0,13300000,2014,tt2234003,calvary,calvary,2014,102.0,drama,7.4,52266
the pyramid,Fox,2800000.0,14100000,2014,tt2799166,the pyramid,the pyramid,2014,89.0,"action,adventure,horror",4.6,21364
beyond outrage,Magn.,3900.0,16200000,2014,tt1724962,beyond outrage,autoreiji: biyondo,2012,112.0,"action,crime,drama",6.8,5027
before i go to sleep,CE,3200000.0,12200000,2014,tt1726592,before i go to sleep,before i go to sleep,2014,92.0,"drama,horror,mystery",6.3,64684
vampire academy,Wein.,7800000.0,7600000,2014,tt1686821,vampire academy,vampire academy,2014,104.0,"action,comedy,drama",5.5,49328
inherent vice,WB,8100000.0,6600000,2014,tt1791528,inherent vice,inherent vice,2014,148.0,"comedy,crime,drama",6.7,83346
the two faces of january,Magn.,507000.0,13000000,2014,tt1976000,the two faces of january,the two faces of january,2014,96.0,"romance,thriller",6.2,27542
fading gigolo,MNE,3800000.0,9600000,2014,tt2258345,fading gigolo,fading gigolo,2013,90.0,comedy,6.2,22473
a most violent year,A24,5700000.0,6300000,2014,tt2937898,a most violent year,a most violent year,2014,125.0,"crime,drama,thriller",7.0,60165
one chance,Wein.,101000.0,10800000,2014,tt1196956,one chance,one chance,2013,103.0,"biography,comedy,drama",6.8,10677
wetlands,Strand,59500.0,10500000,2014,tt1555218,wetlands,marécages,2011,111.0,drama,6.9,483
wetlands,Strand,59500.0,10500000,2014,tt2524674,wetlands,feuchtgebiete,2013,109.0,"comedy,drama",5.8,10321
the babadook,IFC,964000.0,9300000,2014,tt2321549,the babadook,the babadook,2014,94.0,"drama,horror",6.8,171411
gladiators of rome,VPD,8200.0,10100000,2014,tt1946347,gladiators of rome,gladiatori di roma,2012,94.0,"adventure,animation,comedy",5.2,1150
mood indigo,Drft.,303000.0,9500000,2014,tt2027140,mood indigo,l'écume des jours,2013,131.0,"comedy,drama,fantasy",6.5,14176
venus in fur,IFC,374000.0,8000000,2014,tt2406252,venus in fur,la vénus à la fourrure,2013,96.0,drama,7.2,15872
filth,Magn.,34400.0,8300000,2014,tt1450321,filth,filth,2013,97.0,"comedy,crime,drama",7.1,93591
finding fanny,FIP,616000.0,7100000,2014,tt3142688,finding fanny,finding fanny,2014,102.0,"adventure,comedy,drama",5.8,5841
chinese puzzle,Cohen,339000.0,7100000,2014,tt1937118,chinese puzzle,casse-tête chinois,2013,117.0,"comedy,drama,romance",7.0,12335
a long way down,Magn.,13300.0,7200000,2014,tt0458413,a long way down,a long way down,2014,96.0,"comedy,drama",6.4,29260
"two days, one night",IFC,1400000.0,5400000,2014,tt2737050,"two days, one night","deux jours, une nuit",2014,95.0,drama,7.3,41288
a letter to momo,GK,71700.0,6700000,2014,tt1853614,a letter to momo,momo e no tegami,2011,120.0,"adventure,animation,comedy",7.3,5741
le chef,Cohen,343000.0,5900000,2014,tt1911553,le chef,comme un chef,2012,84.0,"comedy,drama",6.7,15037
the trip to italy,IFC,2900000.0,3000000,2014,tt2967006,the trip to italy,the trip to italy,2014,108.0,"comedy,drama",6.6,13668
the immigrant,Wein.,2000000.0,3800000,2014,tt1951181,the immigrant,the immigrant,2013,120.0,"drama,romance",6.6,26618
wish i was here,Focus,3600000.0,1900000,2014,tt2870708,wish i was here,wish i was here,2014,106.0,"comedy,drama",6.7,34907
the french minister,IFC,12000.0,5100000,2014,tt2609222,the french minister,quai d'orsay,2013,113.0,comedy,6.4,2897
ernest & celestine,GK,262000.0,4800000,2014,tt1816518,ernest & celestine,ernest et célestine,2012,80.0,"adventure,animation,comedy",7.9,15992
the love punch,KE,267000.0,4500000,2014,tt2234261,the love punch,the love punch,2013,94.0,comedy,5.7,11848
diplomacy,Zeit.,231000.0,3700000,2014,tt3129564,diplomacy,diplomatie,2014,84.0,"drama,war",7.1,4469
horns,RTWC,174000.0,3700000,2014,tt1528071,horns,horns,2013,120.0,"crime,drama,fantasy",6.5,70040
ragnarok,Magn.,1400.0,3700000,2014,tt2363213,ragnarok,gåten ragnarok,2013,100.0,"action,adventure",5.9,6974
veronica mars,WB,3300000.0,195000,2014,tt2771372,veronica mars,veronica mars,2014,107.0,"crime,drama,mystery",6.8,46751
enemy,A24,1000000.0,2400000,2014,tt2316411,enemy,enemy,2013,91.0,"mystery,thriller",6.9,143250
words and pictures,RAtt.,2200000.0,1200000,2014,tt2380331,words and pictures,words and pictures,2013,111.0,"comedy,drama,romance",6.6,9280
the protector 2,Magn.,2500.0,3300000,2014,tt1925518,the protector 2,tom yum goong 2,2013,104.0,action,5.3,6142
the rover,A24,1100000.0,2100000,2014,tt2345737,the rover,the rover,2014,103.0,"action,crime,drama",6.4,40576
the mystery of happiness,Strand,8500.0,3200000,2014,tt3302594,the mystery of happiness,el misterio de la felicidad,2014,92.0,"comedy,drama,romance",6.1,743
the german doctor,Gold.,418000.0,2600000,2014,tt1847746,the german doctor,wakolda,2013,93.0,"drama,history,thriller",6.8,5799
citizenfour,RTWC,2800000.0,202000,2014,tt4044364,citizenfour,citizenfour,2014,114.0,"biography,documentary,thriller",8.1,47994
a coffee in berlin,MBox,150000.0,2600000,2014,tt1954701,a coffee in berlin,oh boy,2012,86.0,"comedy,drama",7.4,13713
living is easy with eyes closed,Outs,11600.0,2600000,2014,tt2896036,living is easy with eyes closed,vivir es fácil con los ojos cerrados,2013,108.0,"comedy,drama",7.1,5369
a five star life,MBox,307000.0,2200000,2014,tt2261434,a five star life,viaggio sola,2013,85.0,"drama,romance",6.3,2203
life of riley,KL,11600.0,2300000,2014,tt2751390,life of riley,"aimer, boire et chanter",2014,108.0,"comedy,drama,romance",6.0,1110
marius,KL,9800.0,2200000,2014,tt1872102,marius,marius,2013,93.0,drama,6.8,918
"men, women & children",Par.,706000.0,1500000,2014,tt3179568,"men, women & children","men, women & children",2014,119.0,"comedy,drama",6.7,28110
"20,000 days on earth",Drft.,280000.0,1800000,2014,tt2920540,"20,000 days on earth","20,000 days on earth",2014,97.0,"documentary,drama,music",7.5,10155
make your move,HTR,125000.0,1300000,2014,tt1828959,make your move,make your move,2013,110.0,"drama,musical,romance",5.7,2922
bright days ahead,Trib.,21800.0,1400000,2014,tt2379318,bright days ahead,les beaux jours,2013,94.0,"drama,romance",6.3,1449
postman pat: the movie,Shout!,1500.0,1300000,2014,tt2062622,postman pat: the movie,postman pat: the movie,2014,88.0,"animation,comedy,family",4.6,1461
just a sigh,Distrib.,75500.0,1200000,2014,tt2659190,just a sigh,le temps de l'aventure,2013,104.0,"drama,romance",6.5,878
for a woman,FM,32299.0,1200000,2014,tt2176786,for a woman,pour une femme,2013,110.0,drama,6.5,648
the way he looks,Strand,101000.0,1100000,2014,tt1702014,the way he looks,hoje eu quero voltar sozinho,2014,96.0,"drama,romance",7.9,20160
ilo ilo,FM,56800.0,1100000,2014,tt2901736,ilo ilo,ilo ilo,2013,99.0,drama,7.3,3785
jackpot,DR,800.0,1100000,2014,tt1809231,jackpot,arme riddere,2011,86.0,"action,comedy,crime",6.6,2941
jackpot,DR,800.0,1100000,2014,tt3309662,jackpot,jackpot,2013,132.0,"comedy,thriller",2.1,647
borgman,Drft.,57500.0,952000,2014,tt1954315,borgman,borgman,2013,113.0,"drama,horror,mystery",6.8,14518
the zero theorem,Ampl.,258000.0,513000,2014,tt2333804,the zero theorem,the zero theorem,2013,107.0,"comedy,drama,fantasy",6.1,42082
archipelago,KL,7800.0,492000,2014,tt1527835,archipelago,archipelago,2010,114.0,drama,6.3,1991
the congress,Drft.,138000.0,318000,2014,tt1821641,the congress,the congress,2013,122.0,"animation,drama,sci-fi",6.5,15996
the last sentence,MBox,62500.0,265000,2014,tt1590013,the last sentence,dom över död man,2012,126.0,"biography,drama",6.1,594
7 boxes,BGP,38100.0,267000,2014,tt2333598,7 boxes,7 cajas,2012,105.0,"adventure,crime,drama",7.2,4727
may in the summer,Cohen,22000.0,112000,2014,tt2492664,may in the summer,may in the summer,2013,99.0,"comedy,drama",5.6,655
life's a breeze,Magn.,3500.0,99700,2014,tt2132374,life's a breeze,life's a breeze,2013,83.0,"comedy,drama",6.3,977
policeman,Crnth,11300.0,27000,2014,tt1978447,policeman,ha-shoter,2011,105.0,drama,6.2,766
jurassic world,Uni.,652300000.0,"1,019.4",2015,tt0369610,jurassic world,jurassic world,2015,124.0,"action,adventure,sci-fi",7.0,539338
furious 7,Uni.,353000000.0,"1,163.0",2015,tt2820852,furious 7,furious seven,2015,137.0,"action,crime,thriller",7.2,335074
avengers: age of ultron,BV,459000000.0,946400000,2015,tt2395427,avengers: age of ultron,avengers: age of ultron,2015,141.0,"action,adventure,sci-fi",7.3,665594
minions,Uni.,336000000.0,823400000,2015,tt2293640,minions,minions,2015,91.0,"adventure,animation,comedy",6.4,193917
spectre,Sony,200100000.0,680600000,2015,tt2379713,spectre,spectre,2015,148.0,"action,adventure,thriller",6.8,352504
inside out,BV,356500000.0,501100000,2015,tt1640486,inside out,inside out,2011,93.0,"crime,drama",4.6,1566
inside out,BV,356500000.0,501100000,2015,tt2096673,inside out,inside out,2015,95.0,"adventure,animation,comedy",8.2,536181
mission: impossible - rogue nation,Par.,195000000.0,487700000,2015,tt2381249,mission: impossible - rogue nation,mission: impossible - rogue nation,2015,131.0,"action,adventure,thriller",7.4,311704
the hunger games: mockingjay - part 2,LGF,281700000.0,371700000,2015,tt1951266,the hunger games: mockingjay - part 2,the hunger games: mockingjay - part 2,2015,137.0,"action,adventure,sci-fi",6.6,252384
the martian,Fox,228400000.0,401700000,2015,tt3659388,the martian,the martian,2015,144.0,"adventure,drama,sci-fi",8.0,680116
fifty shades of grey,Uni.,166200000.0,404800000,2015,tt2322441,fifty shades of grey,fifty shades of grey,2015,125.0,"drama,romance,thriller",4.1,279126
the revenant,Fox,183600000.0,349300000,2015,tt1663202,the revenant,the revenant,2015,156.0,"action,adventure,biography",8.0,621193
ant-man,BV,180200000.0,339100000,2015,tt0478970,ant-man,ant-man,2015,117.0,"action,adventure,comedy",7.3,501213
hotel transylvania 2,Sony,169700000.0,305100000,2015,tt2510894,hotel transylvania 2,hotel transylvania 2,2015,89.0,"animation,comedy,family",6.7,92905
san andreas,WB (NL),155200000.0,318800000,2015,tt2126355,san andreas,san andreas,2015,114.0,"action,adventure,drama",6.1,192750
kingsman: the secret service,Fox,128300000.0,286100000,2015,tt2802144,kingsman: the secret service,kingsman: the secret service,2014,129.0,"action,adventure,comedy",7.7,544510
mad max: fury road,WB,153600000.0,224800000,2015,tt1392190,mad max: fury road,mad max: fury road,2015,120.0,"action,adventure,sci-fi",8.1,780910
the good dinosaur,BV,123100000.0,209100000,2015,tt1979388,the good dinosaur,the good dinosaur,2015,93.0,"adventure,animation,comedy",6.7,91465
taken 3,Fox,89300000.0,237200000,2015,tt2446042,taken 3,taken 3,2014,108.0,"action,thriller",6.0,165072
the spongebob movie: sponge out of water,Par.,163000000.0,162200000,2015,tt2279373,the spongebob movie: sponge out of water,the spongebob movie: sponge out of water,2015,92.0,"adventure,animation,comedy",6.0,43560
maze runner: the scorch trials,Fox,81700000.0,230600000,2015,tt4046784,maze runner: the scorch trials,maze runner: the scorch trials,2015,131.0,"action,sci-fi,thriller",6.3,201143
pitch perfect 2,Uni.,184300000.0,103200000,2015,tt2848292,pitch perfect 2,pitch perfect 2,2015,115.0,"comedy,music",6.4,130692
paddington,W/Dim.,76300000.0,191800000,2015,tt1109624,paddington,paddington,2014,95.0,"adventure,comedy,family",7.2,84679
lost in hong kong,WGUSA,1300000.0,255000000,2015,tt4242158,lost in hong kong,gang jiong,2015,114.0,"action,adventure,comedy",5.4,1281
the peanuts movie,Fox,130199999.0,116100000,2015,tt2452042,the peanuts movie,the peanuts movie,2015,88.0,"adventure,animation,comedy",7.1,39149
pixels,Sony,78700000.0,166100000,2015,tt2120120,pixels,pixels,2015,105.0,"action,comedy,sci-fi",5.6,119789
daddy's home,Par.,150400000.0,92400000,2015,tt1528854,daddy's home,daddy's home,2015,96.0,comedy,6.2,96909
spy,Fox,110800000.0,124800000,2015,tt3079380,spy,spy,2015,119.0,"action,comedy,crime",7.0,213908
alvin and the chipmunks: the road chip,Fox,85900000.0,148900000,2015,tt2974918,alvin and the chipmunks: the road chip,alvin and the chipmunks: the road chip,2015,92.0,"adventure,animation,comedy",5.1,14507
goodbye mr. loser,CL,1300000.0,226800000,2015,tt5061814,goodbye mr. loser,xia luo te fan nao,2015,104.0,comedy,6.7,1777
ted 2,Uni.,81500000.0,135200000,2015,tt2637276,ted 2,ted 2,2015,115.0,comedy,6.3,165843
tomorrowland,BV,93400000.0,115700000,2015,tt1964418,tomorrowland,tomorrowland,2015,130.0,"action,adventure,family",6.4,161343
straight outta compton,Uni.,161200000.0,40400000,2015,tt1398426,straight outta compton,straight outta compton,2015,147.0,"biography,drama,history",7.9,165307
the intern,WB,75800000.0,118800000,2015,tt2361509,the intern,the intern,2015,121.0,"comedy,drama",7.1,191494
jupiter ascending,WB,47400000.0,136600000,2015,tt1617661,jupiter ascending,jupiter ascending,2015,127.0,"action,adventure,sci-fi",5.3,166327
creed,WB (NL),109800000.0,63800000,2015,tt3076658,creed,creed,2015,133.0,"drama,sport",7.6,224671
fantastic four,Fox,56100000.0,111900000,2015,tt1502712,fantastic four,fantastic four,2015,100.0,"action,adventure,drama",4.3,140148
bridge of spies,BV,72300000.0,93200000,2015,tt3682448,bridge of spies,bridge of spies,2015,142.0,"drama,history,thriller",7.6,263004
the hateful eight,Wein.,54100000.0,101600000,2015,tt3460252,the hateful eight,the hateful eight,2015,168.0,"crime,drama,mystery",7.8,434966
goosebumps,Sony,80100000.0,70100000,2015,tt1051904,goosebumps,goosebumps,2015,103.0,"adventure,comedy,family",6.3,72858
the last witch hunter,LG/S,27400000.0,119600000,2015,tt1618442,the last witch hunter,the last witch hunter,2015,106.0,"action,adventure,fantasy",6.0,86118
the taking of tiger mountain,WGUSA,229000.0,141400000,2015,tt3950078,the taking of tiger mountain,zhi qu wei hu shan,2014,141.0,"action,adventure,biography",6.5,2456
trainwreck,Uni.,110200000.0,30600000,2015,tt3152624,trainwreck,trainwreck,2015,125.0,"comedy,drama,romance",6.2,121860
mr. six,CL,1400000.0,137800000,2015,tt4701702,mr. six,lao pao er,2015,134.0,"action,drama",7.1,2838
the big short,Par.,70300000.0,63200000,2015,tt1596363,the big short,the big short,2015,130.0,"biography,comedy,drama",7.8,309227
pan,WB,35100000.0,93300000,2015,tt3332064,pan,pan,2015,111.0,"adventure,comedy,family",5.8,55867
wolf totem,Sony,211000.0,125600000,2015,tt2909116,wolf totem,le dernier loup,2015,121.0,"adventure,drama",6.7,5039
magic mike xxl,WB,66000000.0,56500000,2015,tt2268016,magic mike xxl,magic mike xxl,2015,115.0,"comedy,drama,music",5.6,48497
dragon blade,LGP,74100.0,121500000,2015,tt3672840,dragon blade,tian jiang xiong shi,2015,127.0,"action,adventure,drama",6.0,16672
seventh son,Uni.,17200000.0,97000000,2015,tt1121096,seventh son,seventh son,2014,102.0,"action,adventure,fantasy",5.5,66565
get hard,WB,90400000.0,21400000,2015,tt2561572,get hard,get hard,2015,100.0,"comedy,crime",6.0,111187
the man from u.n.c.l.e.,WB,45400000.0,64400000,2015,tt1638355,the man from u.n.c.l.e.,the man from u.n.c.l.e.,2015,116.0,"action,adventure,comedy",7.3,240606
paul blart: mall cop 2,Sony,71000000.0,36600000,2015,tt3450650,paul blart: mall cop 2,paul blart: mall cop 2,2015,94.0,"action,comedy,crime",4.4,30828
shaun the sheep movie,LGF,19400000.0,86800000,2015,tt2872750,shaun the sheep movie,shaun the sheep movie,2015,85.0,"adventure,animation,comedy",7.4,32935
